corpus,path,family,dialect_used,status,error,total_steps,fwd_steps,uncall_steps,time_ratio,max_live_vars,max_live_bits,live_init,live_final,transient_peak,log2_T,k_space,k_time,call_depth_max,local_var_max,n_calls,n_uncalls,peak_step,peak_fraction,wall_seconds,catalog_status
reversible-algorithms,perm/code/perm2rank2.j,perm,jana2014,ok,,102,102,0,1.0,8,24,0,3,5,6.672,0.749,0.0,5,3,9,0,16,0.1569,0.011,reversible
reversible-algorithms,perm/perm.j,perm,jana2014,ok,,18,18,0,1.0,5,25,0,3,2,4.17,0.48,0.0,1,2,1,0,9,0.5,0.002,reversible
reversible-algorithms,perm/perm2.j,perm,jana2014,ok,,15,15,0,1.0,5,25,0,3,2,3.907,0.512,0.0,1,2,1,0,7,0.4667,0.002,reversible
reversible-algorithms,perm/perm2invtab1.j,perm,jana2014,ok,,10,10,0,1.0,2,25,0,2,0,3.322,0.0,0.0,0,0,0,0,2,0.2,0.005,reversible
reversible-algorithms,qsort/code/qsort.j,qsort,jana2014,ok,,387,204,183,1.8971,11,62,1,2,9,8.596,1.047,0.924,5,7,22,10,220,0.5685,0.02,reversible
reversible-algorithms,qsort/code/qsort1.j,qsort,jana2014,ok,,388,205,183,1.8927,11,62,1,2,9,8.6,1.047,0.92,5,7,22,10,221,0.5696,0.021,reversible
reversible-algorithms,qsort/code/qsort2.j,qsort,jana2014,ok,,362,283,79,1.2792,10,62,1,2,8,8.5,0.941,0.355,5,7,27,5,204,0.5635,0.016,reversible
reversible-algorithms,qsort/qsort2.j,qsort,jana2014,ok,,515,406,109,1.2685,9,64,0,2,7,9.008,0.777,0.343,5,9,26,5,256,0.4971,0.027,reversible
reversible-algorithms,qsort/queue5e.j,qsort,jana2014,ok,,381,207,174,1.8406,9,82,0,2,7,8.574,0.816,0.88,3,4,24,24,81,0.2126,0.016,reversible
reversible-algorithms,rank/rank.j,rank,jana2014,ok,,2171,787,1384,2.7586,11,41,0,2,9,11.084,0.812,1.464,3,8,126,124,285,0.1313,0.104,reversible
reversible-algorithms,rank/rank_lexicographic.j,rank,jana2014,ok,,722,10,712,72.2,13,62,0,2,11,9.496,1.158,6.174,3,10,22,24,436,0.6039,0.034,reversible
reversible-algorithms,rank/rank_perm.j,rank,jana2014,ok,,262,205,57,1.278,10,24,0,2,8,8.033,0.996,0.354,5,13,17,7,64,0.2443,0.021,reversible
reversible-algorithms,scc/kosaraju.j,scc,jana2014,ok,,311,311,0,1.0,12,52,0,8,4,8.281,0.483,0.0,6,8,11,0,187,0.6013,0.026,reversible
reversible-algorithms,ssort/code/ssort.j,ssort,jana2014,ok,,243,155,88,1.5677,9,58,2,3,6,7.925,0.757,0.649,4,6,14,6,133,0.5473,0.012,reversible
reversible-algorithms,ssort/code/ssort1.j,ssort,jana2014,ok,,279,17,262,16.4118,10,46,2,3,7,8.124,0.862,4.037,4,6,14,7,109,0.3907,0.017,reversible
reversible-algorithms,ssort/ssort1.j,ssort,jana2014,ok,,259,171,88,1.5146,9,58,0,3,6,8.017,0.748,0.599,4,6,14,6,95,0.3668,0.014,reversible
reversible-algorithms,string_search/Force_str_search1-a.j,string_search,jana2014,ok,,43,43,0,1.0,7,42,4,6,1,5.426,0.184,0.0,1,1,1,0,28,0.6512,0.003,reversible
reversible-algorithms,string_search/Force_str_search1-b.j,string_search,jana2014,ok,,40,40,0,1.0,7,42,4,7,0,5.322,0.0,0.0,1,0,1,0,28,0.7,0.003,reversible
reversible-algorithms,string_search/Force_str_search1-c.j,string_search,jana2014,ok,,40,40,0,1.0,8,43,4,6,2,5.322,0.376,0.0,1,2,1,0,32,0.8,0.003,reversible
reversible-algorithms,string_search/Force_str_search2-a.j,string_search,jana2014,ok,,35,35,0,1.0,6,40,4,5,1,5.129,0.195,0.0,1,1,1,0,4,0.1143,0.003,reversible
reversible-algorithms,string_search/Force_str_search2-b.j,string_search,jana2014,ok,,31,31,0,1.0,6,40,4,6,0,4.954,0.0,0.0,1,0,1,0,4,0.129,0.003,reversible
reversible-algorithms,string_search/Force_str_search2-c.j,string_search,jana2014,ok,,38,38,0,1.0,6,42,4,5,1,5.248,0.191,0.0,1,1,1,0,4,0.1053,0.003,reversible
reversible-algorithms,string_search/Force_str_search_rejected.j,string_search,jana2014,error,line 12: Expecting identifier,,,,,,,,,,,,,,,,,,,0.001,by_design
reversible-algorithms,string_search/kmp.j,string_search,jana2014,error,line 34: Assertion failed: should be false,,,,,,,,,,,,,,,,,,,0.003,by_design
reversible-algorithms,string_search/kmp1.j,string_search,jana2014,error,line 27: Assertion failed: should be false,,,,,,,,,,,,,,,,,,,0.003,by_design
reversible-algorithms,string_search/kmp2.j,string_search,jana2014,ok,,168,168,0,1.0,10,51,0,8,2,7.392,0.271,0.0,2,4,2,0,67,0.3988,0.01,reversible
reversible-algorithms,toposort/toposort.j,toposort,jana2014,ok,,160,160,0,1.0,9,32,0,5,4,7.322,0.546,0.0,5,7,6,0,68,0.425,0.01,reversible
reversible-algorithms,treesort/treesort.j,treesort,jana2014,ok,,423,423,0,1.0,16,89,0,13,3,8.725,0.344,0.0,7,6,71,0,208,0.4917,0.046,reversible
